sensitive_feature_0,accuracy,false positive rate,false negative rate,selection rate,count
0,0.8084033613445378,0.1848013816925734,0.4375,0.1949579831932773,595.0
1,0.8373270334120824,0.14844290657439446,0.726027397260274,0.15153560580492745,2963.0
2,0.8853257560381571,0.10530662812306421,0.6547619047619048,0.10939719910696163,4927.0
3,0.9133545310015898,0.07105156313438896,0.8113207547169812,0.07352941176470588,2516.0
4,0.8727272727272727,0.11926605504587157,1.0,0.11818181818181818,110.0
