sensitive_feature_0,accuracy,false positive rate,false negative rate,selection rate,count
0,0.6862829943747295,0.3051709522463973,0.34164358264081257,0.3879273041973172,4622.0
1,0.6649714902142086,0.33367493338798937,0.3391304347826087,0.4148559100015411,6489.0
