sensitive_feature_0,accuracy,false positive rate,false negative rate,selection rate,count
0,0.6903937689311986,0.30794316328907523,0.331306990881459,0.3336218087408048,4622.0
1,0.657266142703036,0.3442107006791453,0.3230088495575221,0.3673909693327169,6489.0
