sensitive_feature_0,accuracy,false positive rate,false negative rate,selection rate,count
0,0.9915966386554622,0.006745362563237774,0.5,0.008403361344537815,595.0
1,0.9848126898413769,0.007159904534606206,0.8,0.00911238609517381,2963.0
2,0.9701644002435559,0.015073301672517034,0.8809523809523809,0.016845950882890197,4927.0
3,0.9578696343402225,0.021995926680244398,0.8524590163934426,0.025039745627980923,2516.0
4,0.9181818181818182,0.04716981132075472,1.0,0.045454545454545456,110.0
