sensitive_feature_0,accuracy,false positive rate,false negative rate,selection rate,count
0,0.8297273907399394,0.13377515954835542,0.4416058394160584,0.1841194288186932,4622.0
1,0.8480505470796733,0.12585266030013642,0.3968,0.1718292494991524,6489.0
