sensitive_feature_0,accuracy,false positive rate,false negative rate,selection rate,count
0,0.9255733448723497,0.052891080233079334,0.675,0.06231068801384682,4622.0
1,0.9120049314224071,0.06242924146854278,0.6045751633986928,0.07813222376329172,6489.0
